sec par, # entries, total bytes, total_time
224, 70, 23, 55, 26355, 2.619926
224, 70, 23, 55, 26355, 2.623277
224, 70, 23, 55, 26355, 2.616150
-------------------------------------------
224, 75, 25, 60, 28215, 3.812626
224, 75, 25, 60, 28214, 3.752952
224, 75, 25, 60, 28215, 3.764835
224, 75, 25, 60, 28215, 3.771237
224, 75, 25, 60, 28215, 3.793116
224, 75, 25, 60, 28215, 3.822212
224, 75, 25, 60, 28215, 3.779752
224, 75, 25, 60, 28214, 3.746950
224, 75, 25, 60, 28215, 3.751324
224, 75, 25, 60, 28215, 4.564375
-------------------------------------------
224, 80, 26, 63, 30075, 4.597650
224, 80, 26, 63, 30075, 4.541493
224, 80, 26, 63, 30075, 4.536712
224, 80, 26, 63, 30075, 5.355959
224, 80, 26, 63, 30075, 4.496023
224, 80, 26, 63, 30075, 4.491058
224, 80, 26, 63, 30075, 4.554385
224, 80, 26, 63, 30075, 4.501508
224, 80, 26, 63, 30075, 4.547968
224, 80, 26, 63, 30075, 4.682172
-------------------------------------------
224, 85, 28, 68, 31934, 5.767681
224, 85, 28, 68, 31935, 5.787065
224, 85, 28, 68, 31935, 5.773812
224, 85, 28, 68, 31935, 5.825125
224, 85, 28, 68, 31935, 5.783173
224, 85, 28, 68, 31935, 5.850694
224, 85, 28, 68, 31935, 5.799466
224, 85, 28, 68, 31934, 5.791127
224, 85, 28, 68, 31934, 5.899308
224, 85, 28, 68, 31934, 5.794319
-------------------------------------------
224, 90, 30, 72, 33795, 7.248968
224, 90, 30, 72, 33794, 7.269954
224, 90, 30, 72, 33795, 7.307479
224, 90, 30, 72, 33795, 7.345499
224, 90, 30, 72, 33795, 7.294422
224, 90, 30, 72, 33795, 7.406469
224, 90, 30, 72, 33795, 7.303242
224, 90, 30, 72, 33794, 7.339893
224, 90, 30, 72, 33795, 7.302990
224, 90, 30, 72, 33795, 7.233986
-------------------------------------------
224, 95, 31, 76, 35654, 9.014797
224, 95, 31, 76, 35655, 8.981170
224, 95, 31, 76, 35655, 9.106546
224, 95, 31, 76, 35655, 9.054802
224, 95, 31, 76, 35655, 8.958274
224, 95, 31, 76, 35655, 8.972300
224, 95, 31, 76, 35655, 9.002356
224, 95, 31, 76, 35655, 8.984577
224, 95, 31, 76, 35655, 9.402329
224, 95, 31, 76, 35655, 9.003425
-------------------------------------------
224, 100, 33, 81, 37515, 11.116553
224, 100, 33, 81, 37515, 11.126285
224, 100, 33, 81, 37515, 11.358764
224, 100, 33, 81, 37515, 13.413528
224, 100, 33, 81, 37514, 11.106369
224, 100, 33, 81, 37515, 11.129862
224, 100, 33, 81, 37515, 11.102688
224, 100, 33, 81, 37515, 11.118619
224, 100, 33, 81, 37514, 11.352282
224, 100, 33, 81, 37515, 11.154687
-------------------------------------------
