sec par, # entries, threshold, expected matches, total bytes, total_time
224, 50, 5, 39, 23087, 0.019172
224, 50, 10, 39, 23087, 0.019231
224, 50, 15, 39, 23087, 0.019080
224, 50, 20, 39, 23087, 0.019014
224, 50, 25, 39, 23087, 0.019051
224, 50, 30, 39, 23087, 0.018946
224, 50, 35, 39, 23087, 0.019014
224, 50, 40, 39, 23087, 0.018935
224, 50, 45, 39, 23087, 0.018980
