sec par, # entries, total bytes, total_time
2048, 10, 11266, 0.200738
2048, 10, 11266, 0.193917
2048, 10, 11266, 0.196243
2048, 10, 11266, 0.202970
2048, 10, 11266, 0.196153
-------------------------------------------
2048, 20, 21506, 0.377416
2048, 20, 21506, 0.379105
2048, 20, 21506, 0.385126
2048, 20, 21506, 0.386336
2048, 20, 21506, 0.390807
-------------------------------------------
2048, 30, 31746, 0.563340
2048, 30, 31746, 0.574745
2048, 30, 31746, 0.568282
2048, 30, 31746, 0.569772
2048, 30, 31746, 0.617374
-------------------------------------------
2048, 40, 41984, 0.760073
2048, 40, 41986, 0.772792
2048, 40, 41986, 0.751487
2048, 40, 41986, 0.755928
2048, 40, 41986, 0.750094
-------------------------------------------
2048, 50, 52226, 0.935371
2048, 50, 52226, 0.929532
2048, 50, 52226, 0.978924
2048, 50, 52226, 0.929580
2048, 50, 52226, 0.928678
-------------------------------------------
2048, 60, 62466, 1.104870
2048, 60, 62466, 1.112343
2048, 60, 62466, 1.161952
2048, 60, 62464, 1.322628
2048, 60, 62466, 1.107086
-------------------------------------------
2048, 70, 72702, 1.286454
2048, 70, 72706, 1.283246
2048, 70, 72706, 1.310846
2048, 70, 72706, 1.295942
2048, 70, 72706, 1.335160
-------------------------------------------
2048, 80, 82946, 1.489138
2048, 80, 82944, 1.480629
2048, 80, 82944, 1.500787
2048, 80, 82946, 1.519166
2048, 80, 82946, 1.544211
-------------------------------------------
2048, 90, 93184, 1.651288
2048, 90, 93186, 1.655252
2048, 90, 93184, 1.662593
2048, 90, 93184, 1.653843
2048, 90, 93184, 1.701987
-------------------------------------------
2048, 100, 103424, 1.877195
2048, 100, 103424, 1.836125
2048, 100, 103424, 1.858405
2048, 100, 103422, 1.842099
2048, 100, 103424, 1.841695
-------------------------------------------
