sec par, # entries, total bytes, total_time
1024, 10, 5634, 0.043237
1024, 10, 5634, 0.046558
1024, 10, 5634, 0.042378
1024, 10, 5634, 0.044388
1024, 10, 5634, 0.043843
1024, 10, 5634, 0.045778
1024, 10, 5634, 0.043754
1024, 10, 5634, 0.043420
1024, 10, 5634, 0.043959
1024, 10, 5632, 0.047392
-------------------------------------------
1024, 20, 10754, 0.074185
1024, 20, 10754, 0.074130
1024, 20, 10754, 0.076254
1024, 20, 10754, 0.092738
1024, 20, 10754, 0.073145
1024, 20, 10754, 0.072812
1024, 20, 10754, 0.076533
1024, 20, 10752, 0.077979
1024, 20, 10754, 0.075849
1024, 20, 10752, 0.080950
-------------------------------------------
1024, 30, 15874, 0.106575
1024, 30, 15874, 0.106843
1024, 30, 15874, 0.108320
1024, 30, 15870, 0.109989
1024, 30, 15874, 0.111441
1024, 30, 15872, 0.110728
1024, 30, 15874, 0.105439
1024, 30, 15874, 0.108333
1024, 30, 15874, 0.108571
1024, 30, 15874, 0.106272
-------------------------------------------
1024, 40, 20992, 0.137320
1024, 40, 20992, 0.137533
1024, 40, 20994, 0.136764
1024, 40, 20992, 0.148296
1024, 40, 20992, 0.142395
1024, 40, 20992, 0.142435
1024, 40, 20994, 0.181747
1024, 40, 20994, 0.140170
1024, 40, 20992, 0.140681
1024, 40, 20990, 0.137332
-------------------------------------------
1024, 50, 26114, 0.180541
1024, 50, 26112, 0.175760
1024, 50, 26114, 0.171730
1024, 50, 26114, 0.170324
1024, 50, 26114, 0.170453
1024, 50, 26110, 0.174379
1024, 50, 26112, 0.170553
1024, 50, 26112, 0.180113
1024, 50, 26112, 0.170028
1024, 50, 26112, 0.170291
-------------------------------------------
1024, 60, 31234, 0.213172
1024, 60, 31234, 0.207431
1024, 60, 31234, 0.205784
1024, 60, 31234, 0.201341
1024, 60, 31234, 0.209128
1024, 60, 31232, 0.209492
1024, 60, 31234, 0.204248
1024, 60, 31232, 0.203684
1024, 60, 31234, 0.214508
1024, 60, 31234, 0.201609
-------------------------------------------
1024, 70, 36354, 0.238740
1024, 70, 36352, 0.233944
1024, 70, 36352, 0.241214
1024, 70, 36352, 0.236206
1024, 70, 36352, 0.238352
1024, 70, 36352, 0.234310
1024, 70, 36354, 0.244847
1024, 70, 36352, 0.233771
1024, 70, 36352, 0.237689
1024, 70, 36352, 0.233107
-------------------------------------------
1024, 80, 41470, 0.272388
1024, 80, 41474, 0.263672
1024, 80, 41474, 0.265718
1024, 80, 41472, 0.271093
1024, 80, 41474, 0.266669
1024, 80, 41470, 0.268074
1024, 80, 41468, 0.265748
1024, 80, 41474, 0.265194
1024, 80, 41470, 0.275067
1024, 80, 41474, 0.268315
-------------------------------------------
1024, 90, 46590, 0.298011
1024, 90, 46592, 0.298623
1024, 90, 46594, 0.295473
1024, 90, 46590, 0.307128
1024, 90, 46588, 0.303343
1024, 90, 46590, 0.300713
1024, 90, 46594, 0.304737
1024, 90, 46592, 0.298848
1024, 90, 46594, 0.306613
1024, 90, 46594, 0.301114
-------------------------------------------
1024, 100, 51710, 0.329656
1024, 100, 51714, 0.329347
1024, 100, 51714, 0.331041
1024, 100, 51708, 0.328984
1024, 100, 51710, 0.334328
1024, 100, 51712, 0.340905
1024, 100, 51714, 0.335343
1024, 100, 51712, 0.339280
1024, 100, 51710, 0.331012
1024, 100, 51712, 0.330463
-------------------------------------------
