sec par, # entries, total bytes, total_time
64, 10, 352, 0.012704
64, 10, 354, 0.020005
64, 10, 354, 0.014133
64, 10, 354, 0.013419
64, 10, 354, 0.014618
-------------------------------------------
64, 20, 674, 0.018547
64, 20, 674, 0.015115
64, 20, 670, 0.017356
64, 20, 674, 0.015123
64, 20, 672, 0.015070
-------------------------------------------
64, 30, 994, 0.018295
64, 30, 994, 0.017742
64, 30, 994, 0.017855
64, 30, 994, 0.017936
64, 30, 992, 0.019796
-------------------------------------------
64, 40, 1314, 0.022105
64, 40, 1314, 0.021924
64, 40, 1312, 0.022191
64, 40, 1314, 0.023168
64, 40, 1314, 0.021236
-------------------------------------------
64, 50, 1632, 0.023532
64, 50, 1632, 0.023724
64, 50, 1632, 0.024441
64, 50, 1634, 0.024228
64, 50, 1632, 0.024563
-------------------------------------------
64, 60, 1952, 0.026930
64, 60, 1954, 0.027870
64, 60, 1954, 0.027878
64, 60, 1952, 0.026435
64, 60, 1952, 0.026667
-------------------------------------------
64, 70, 2272, 0.030681
64, 70, 2270, 0.030626
64, 70, 2270, 0.030256
64, 70, 2274, 0.031063
64, 70, 2270, 0.029613
-------------------------------------------
64, 80, 2594, 0.033323
64, 80, 2592, 0.032485
64, 80, 2592, 0.032296
64, 80, 2594, 0.032515
64, 80, 2590, 0.033076
-------------------------------------------
64, 90, 2914, 0.042562
64, 90, 2910, 0.035570
64, 90, 2912, 0.035723
64, 90, 2908, 0.034854
64, 90, 2914, 0.037026
-------------------------------------------
64, 100, 3234, 0.039291
64, 100, 3234, 0.040277
64, 100, 3234, 0.125302
64, 100, 3234, 0.038407
64, 100, 3232, 0.041612
-------------------------------------------
