sec par, # entries, total bytes, total_time
512, 10, 2818, 0.019044
512, 10, 2818, 0.023563
512, 10, 2818, 0.018531
512, 10, 2818, 0.020112
512, 10, 2818, 0.019083
-------------------------------------------
512, 20, 5378, 0.029296
512, 20, 5376, 0.028762
512, 20, 5378, 0.028006
512, 20, 5378, 0.028667
512, 20, 5378, 0.028498
-------------------------------------------
512, 30, 7938, 0.038998
512, 30, 7938, 0.038580
512, 30, 7938, 0.041392
512, 30, 7938, 0.039176
512, 30, 7938, 0.039763
-------------------------------------------
512, 40, 10494, 0.051321
512, 40, 10498, 0.049819
512, 40, 10498, 0.052502
512, 40, 10498, 0.051382
512, 40, 10498, 0.051065
-------------------------------------------
512, 50, 13058, 0.057116
512, 50, 13058, 0.057377
512, 50, 13058, 0.070937
512, 50, 13058, 0.057094
512, 50, 13058, 0.060646
-------------------------------------------
512, 60, 15616, 0.067544
512, 60, 15618, 0.071232
512, 60, 15618, 0.068880
512, 60, 15616, 0.070281
512, 60, 15618, 0.068502
-------------------------------------------
512, 70, 18178, 0.081065
512, 70, 18176, 0.078160
512, 70, 18176, 0.076104
512, 70, 18176, 0.081265
512, 70, 18178, 0.078559
-------------------------------------------
512, 80, 20736, 0.087428
512, 80, 20736, 0.094500
512, 80, 20738, 0.088312
512, 80, 20736, 0.091834
512, 80, 20738, 0.088977
-------------------------------------------
512, 90, 23296, 0.099833
512, 90, 23292, 0.099853
512, 90, 23298, 0.099693
512, 90, 23296, 0.098087
512, 90, 23298, 0.098883
-------------------------------------------
512, 100, 25858, 0.105434
512, 100, 25858, 0.104222
512, 100, 25858, 0.106583
512, 100, 25856, 0.106822
512, 100, 25856, 0.107791
-------------------------------------------
