sec par, # entries, total bytes, total_time
64, 10, 2927, 0.015456
64, 10, 2927, 0.014863
64, 10, 2927, 0.015082
64, 10, 2927, 0.017218
64, 10, 2927, 0.014860
-------------------------------------------
64, 20, 5527, 0.021817
64, 20, 5527, 0.023604
64, 20, 5527, 0.023338
64, 20, 5527, 0.022007
64, 20, 5527, 0.022540
-------------------------------------------
64, 30, 8127, 0.027845
64, 30, 8127, 0.027812
64, 30, 8127, 0.027936
64, 30, 8127, 0.027028
64, 30, 8127, 0.028007
-------------------------------------------
64, 40, 10727, 0.033390
64, 40, 10727, 0.034563
64, 40, 10727, 0.032621
64, 40, 10727, 0.033056
64, 40, 10727, 0.033312
-------------------------------------------
64, 50, 13327, 0.046420
64, 50, 13327, 0.037859
64, 50, 13327, 0.038921
64, 50, 13327, 0.039692
64, 50, 13327, 0.039506
-------------------------------------------
64, 60, 15927, 0.059683
64, 60, 15927, 0.047549
64, 60, 15927, 0.045258
64, 60, 15927, 0.047374
64, 60, 15927, 0.057542
-------------------------------------------
64, 70, 18527, 0.053889
64, 70, 18527, 0.053007
64, 70, 18527, 0.052770
64, 70, 18527, 0.054385
64, 70, 18527, 0.054246
-------------------------------------------
64, 80, 21127, 0.081283
64, 80, 21127, 0.060032
64, 80, 21127, 0.060108
64, 80, 21127, 0.059144
64, 80, 21127, 0.061497
-------------------------------------------
64, 90, 23727, 0.063405
64, 90, 23727, 0.070388
64, 90, 23727, 0.064775
64, 90, 23727, 0.064720
64, 90, 23727, 0.064789
-------------------------------------------
64, 100, 26327, 0.071491
64, 100, 26327, 0.070896
64, 100, 26327, 0.079978
64, 100, 26327, 0.070441
64, 100, 26327, 0.080326
-------------------------------------------
