sec par, # entries, total bytes, total_time
2048, 10, 11266, 0.237700
2048, 10, 11266, 0.234351
2048, 10, 11266, 0.234522
2048, 10, 11266, 0.362463
2048, 10, 11266, 0.233962
2048, 10, 11266, 0.238459
2048, 10, 11266, 0.237063
2048, 10, 11266, 0.240621
2048, 10, 11266, 0.241840
2048, 10, 11266, 0.232029
-------------------------------------------
2048, 20, 21506, 0.464962
2048, 20, 21504, 0.459260
2048, 20, 21504, 0.461192
2048, 20, 21506, 0.461867
2048, 20, 21506, 0.468749
2048, 20, 21506, 0.458725
2048, 20, 21506, 0.458914
2048, 20, 21506, 0.457686
2048, 20, 21506, 0.456433
2048, 20, 21506, 0.463992
-------------------------------------------
2048, 30, 31746, 0.689524
2048, 30, 31746, 0.680535
2048, 30, 31744, 0.684939
2048, 30, 31746, 0.689374
2048, 30, 31746, 0.725854
2048, 30, 31744, 0.685636
2048, 30, 31744, 0.681039
2048, 30, 31746, 0.682033
2048, 30, 31746, 0.687063
2048, 30, 31746, 0.682746
-------------------------------------------
2048, 40, 41986, 0.906707
2048, 40, 41986, 0.907308
2048, 40, 41986, 0.906072
2048, 40, 41986, 0.905748
2048, 40, 41986, 0.911792
2048, 40, 41986, 0.907268
2048, 40, 41984, 0.903076
2048, 40, 41986, 0.905376
2048, 40, 41986, 0.917180
2048, 40, 41986, 0.916721
-------------------------------------------
2048, 50, 52226, 1.132879
2048, 50, 52226, 1.126955
2048, 50, 52224, 1.118948
2048, 50, 52224, 1.136906
2048, 50, 52224, 1.167513
2048, 50, 52224, 1.129926
2048, 50, 52226, 1.128361
2048, 50, 52226, 1.124743
2048, 50, 52226, 1.138359
2048, 50, 52224, 1.128641
-------------------------------------------
2048, 60, 62466, 1.355858
2048, 60, 62462, 1.347861
2048, 60, 62466, 1.351314
2048, 60, 62466, 1.351756
2048, 60, 62466, 1.350438
2048, 60, 62464, 1.355896
2048, 60, 62466, 1.349189
2048, 60, 62460, 1.354454
2048, 60, 62466, 1.346186
2048, 60, 62464, 1.350168
-------------------------------------------
2048, 70, 72706, 1.574337
2048, 70, 72706, 1.575818
2048, 70, 72706, 1.571479
2048, 70, 72706, 1.585505
2048, 70, 72704, 1.576023
2048, 70, 72706, 1.589072
2048, 70, 72704, 1.583949
2048, 70, 72704, 1.579969
2048, 70, 72706, 1.570108
2048, 70, 72704, 1.572285
-------------------------------------------
2048, 80, 82944, 1.793167
2048, 80, 82944, 1.792737
2048, 80, 82942, 1.794768
2048, 80, 82944, 1.806507
2048, 80, 82942, 1.805488
2048, 80, 82944, 1.791937
2048, 80, 82946, 1.821715
2048, 80, 82944, 1.804555
2048, 80, 82944, 1.793337
2048, 80, 82944, 1.796535
-------------------------------------------
2048, 90, 93186, 2.019269
2048, 90, 93184, 2.024257
2048, 90, 93184, 2.018656
2048, 90, 93184, 2.008521
2048, 90, 93182, 2.015943
2048, 90, 93186, 2.023156
2048, 90, 93186, 2.020183
2048, 90, 93184, 2.009845
2048, 90, 93186, 2.018282
2048, 90, 93186, 2.019643
-------------------------------------------
2048, 100, 103426, 2.242579
2048, 100, 103424, 2.246098
2048, 100, 103422, 2.239258
2048, 100, 103426, 2.250097
2048, 100, 103422, 2.238142
2048, 100, 103424, 2.241240
2048, 100, 103424, 2.237479
2048, 100, 103424, 2.238291
2048, 100, 103424, 2.242701
2048, 100, 103426, 2.239256
-------------------------------------------
