sec par, # entries, total bytes, total_time
64, 10, 354, 0.012878
64, 10, 352, 0.012988
64, 10, 354, 0.015983
64, 10, 354, 0.013211
64, 10, 354, 0.014427
-------------------------------------------
64, 20, 674, 0.018184
64, 20, 674, 0.017176
64, 20, 674, 0.016762
64, 20, 674, 0.015703
64, 20, 674, 0.016649
-------------------------------------------
64, 30, 994, 0.018965
64, 30, 994, 0.019908
64, 30, 992, 0.018821
64, 30, 994, 0.019944
64, 30, 994, 0.018705
-------------------------------------------
64, 40, 1314, 0.023983
64, 40, 1314, 0.022680
64, 40, 1312, 0.023628
64, 40, 1312, 0.022370
64, 40, 1314, 0.021859
-------------------------------------------
64, 50, 1632, 0.026413
64, 50, 1634, 0.025615
64, 50, 1634, 0.026979
64, 50, 1634, 0.026314
64, 50, 1632, 0.026021
-------------------------------------------
64, 60, 1954, 0.030167
64, 60, 1954, 0.028840
64, 60, 1954, 0.029027
64, 60, 1954, 0.030133
64, 60, 1954, 0.028721
-------------------------------------------
64, 70, 2274, 0.033098
64, 70, 2266, 0.031828
64, 70, 2274, 0.031955
64, 70, 2270, 0.032486
64, 70, 2274, 0.031674
-------------------------------------------
64, 80, 2592, 0.035241
64, 80, 2592, 0.036353
64, 80, 2592, 0.036018
64, 80, 2594, 0.035137
64, 80, 2592, 0.054569
-------------------------------------------
64, 90, 2912, 0.038591
64, 90, 2910, 0.043339
64, 90, 2912, 0.039497
64, 90, 2914, 0.040440
64, 90, 2912, 0.038884
-------------------------------------------
64, 100, 3232, 0.042760
64, 100, 3232, 0.048828
64, 100, 3232, 0.044823
64, 100, 3232, 0.045798
64, 100, 3230, 0.042831
-------------------------------------------
