sec par, # entries, total bytes, total_time
224, 10, 2567, 0.002841
224, 10, 2567, 0.002817
224, 10, 2567, 0.003601
224, 10, 2567, 0.003723
224, 10, 2567, 0.002983
224, 10, 2567, 0.002794
224, 10, 2567, 0.003090
224, 10, 2567, 0.002698
224, 10, 2567, 0.002714
224, 10, 2567, 0.003349
-------------------------------------------
224, 20, 4847, 0.005938
224, 20, 4847, 0.005472
224, 20, 4847, 0.005460
224, 20, 4847, 0.005713
224, 20, 4847, 0.006120
224, 20, 4847, 0.005590
224, 20, 4847, 0.006535
224, 20, 4847, 0.005445
224, 20, 4847, 0.006167
224, 20, 4847, 0.005335
-------------------------------------------
224, 30, 7127, 0.007928
224, 30, 7127, 0.008052
224, 30, 7127, 0.009233
224, 30, 7127, 0.008285
224, 30, 7127, 0.008160
224, 30, 7127, 0.008375
224, 30, 7127, 0.007946
224, 30, 7127, 0.007826
224, 30, 7127, 0.007950
224, 30, 7127, 0.008792
-------------------------------------------
224, 40, 9407, 0.011588
224, 40, 9407, 0.011658
224, 40, 9407, 0.011411
224, 40, 9407, 0.011564
224, 40, 9407, 0.010657
224, 40, 9407, 0.012105
224, 40, 9407, 0.010896
224, 40, 9407, 0.011921
224, 40, 9407, 0.010875
224, 40, 9407, 0.011614
-------------------------------------------
224, 50, 11687, 0.014190
224, 50, 11687, 0.015114
224, 50, 11687, 0.014952
224, 50, 11687, 0.014535
224, 50, 11687, 0.014262
224, 50, 11687, 0.015250
224, 50, 11687, 0.014632
224, 50, 11687, 0.015429
224, 50, 11687, 0.014720
224, 50, 11687, 0.015657
-------------------------------------------
224, 60, 13967, 0.016237
224, 60, 13967, 0.015752
224, 60, 13967, 0.017822
224, 60, 13967, 0.017612
224, 60, 13967, 0.017419
224, 60, 13967, 0.017916
224, 60, 13967, 0.015776
224, 60, 13967, 0.015783
224, 60, 13967, 0.015964
224, 60, 13967, 0.016977
-------------------------------------------
224, 70, 16247, 0.019241
224, 70, 16247, 0.018726
224, 70, 16247, 0.022365
224, 70, 16247, 0.020108
224, 70, 16247, 0.019151
224, 70, 16247, 0.019502
224, 70, 16247, 0.018891
224, 70, 16247, 0.018675
224, 70, 16247, 0.018834
224, 70, 16247, 0.018829
-------------------------------------------
224, 80, 18527, 0.022932
224, 80, 18527, 0.023674
224, 80, 18527, 0.025819
224, 80, 18527, 0.024204
224, 80, 18527, 0.025266
224, 80, 18527, 0.022590
224, 80, 18527, 0.021515
224, 80, 18527, 0.022389
224, 80, 18527, 0.023242
224, 80, 18527, 0.023940
-------------------------------------------
224, 90, 20807, 0.026274
224, 90, 20807, 0.027393
224, 90, 20807, 0.025905
224, 90, 20807, 0.025936
224, 90, 20807, 0.025733
224, 90, 20807, 0.026315
224, 90, 20807, 0.026303
224, 90, 20807, 0.025336
224, 90, 20807, 0.025985
224, 90, 20807, 0.031341
-------------------------------------------
224, 100, 23087, 0.029104
224, 100, 23087, 0.029701
224, 100, 23087, 0.028142
224, 100, 23087, 0.029277
224, 100, 23087, 0.029553
224, 100, 23087, 0.030744
224, 100, 23087, 0.028989
224, 100, 23087, 0.032336
224, 100, 23087, 0.030176
224, 100, 23087, 0.033232
-------------------------------------------
