sec par, # entries, total bytes, total_time
256, 10, 1410, 0.015431
256, 10, 1410, 0.014874
256, 10, 1410, 0.014995
256, 10, 1410, 0.015286
256, 10, 1410, 0.015017
-------------------------------------------
256, 20, 2690, 0.021519
256, 20, 2690, 0.022112
256, 20, 2690, 0.019957
256, 20, 2690, 0.019971
256, 20, 2690, 0.019971
-------------------------------------------
256, 30, 3966, 0.025470
256, 30, 3968, 0.025142
256, 30, 3970, 0.025025
256, 30, 3970, 0.025044
256, 30, 3970, 0.026083
-------------------------------------------
256, 40, 5250, 0.032405
256, 40, 5250, 0.030243
256, 40, 5250, 0.032153
256, 40, 5250, 0.029325
256, 40, 5250, 0.030559
-------------------------------------------
256, 50, 6530, 0.034634
256, 50, 6528, 0.035076
256, 50, 6530, 0.035986
256, 50, 6528, 0.035921
256, 50, 6530, 0.035876
-------------------------------------------
256, 60, 7810, 0.039861
256, 60, 7810, 0.040267
256, 60, 7810, 0.040420
256, 60, 7810, 0.041323
256, 60, 7808, 0.042676
-------------------------------------------
256, 70, 9088, 0.057723
256, 70, 9090, 0.047907
256, 70, 9088, 0.048107
256, 70, 9090, 0.049127
256, 70, 9090, 0.047649
-------------------------------------------
256, 80, 10370, 0.051875
256, 80, 10366, 0.055000
256, 80, 10370, 0.061198
256, 80, 10366, 0.053889
256, 80, 10366, 0.054907
-------------------------------------------
256, 90, 11650, 0.059363
256, 90, 11650, 0.057960
256, 90, 11648, 0.057546
256, 90, 11650, 0.058498
256, 90, 11648, 0.056384
-------------------------------------------
256, 100, 12926, 0.064143
256, 100, 12930, 0.063569
256, 100, 12930, 0.064284
256, 100, 12930, 0.061489
256, 100, 12930, 0.060717
-------------------------------------------
