sec par, # entries, total bytes, total_time
1024, 10, 5634, 0.052980
1024, 10, 5632, 0.094602
1024, 10, 5634, 0.263442
1024, 10, 5634, 0.167079
1024, 10, 5634, 0.063251
1024, 10, 5632, 0.136343
1024, 10, 5634, 0.056918
1024, 10, 5634, 0.057773
1024, 10, 5634, 0.040944
1024, 10, 5632, 0.041466
1024, 20, 10754, 0.089841
1024, 20, 10754, 0.101624
1024, 20, 10752, 0.087794
1024, 20, 10754, 0.430751
1024, 20, 10754, 0.127349
1024, 20, 10754, 0.091620
1024, 20, 10754, 0.106121
1024, 20, 10754, 0.077877
1024, 20, 10754, 0.177227
1024, 20, 10754, 0.103434
1024, 30, 15874, 0.239026
1024, 30, 15874, 0.112021
1024, 30, 15874, 0.136387
1024, 30, 15874, 0.134225
1024, 30, 15874, 0.107330
1024, 30, 15874, 0.117862
1024, 30, 15874, 0.113615
1024, 30, 15874, 0.110524
1024, 30, 15872, 0.107386
1024, 30, 15874, 0.106019
1024, 40, 20992, 0.141989
1024, 40, 20994, 0.187094
1024, 40, 20994, 0.147414
1024, 40, 20994, 0.289991
1024, 40, 20994, 0.214832
1024, 40, 20994, 0.169413
1024, 40, 20994, 0.151509
1024, 40, 20994, 0.186082
1024, 40, 20990, 0.248931
1024, 40, 20994, 0.193674
1024, 50, 26110, 0.265711
1024, 50, 26112, 0.265275
1024, 50, 26112, 0.247078
1024, 50, 26114, 0.249902
1024, 50, 26114, 0.179817
1024, 50, 26112, 0.179958
1024, 50, 26114, 0.179329
1024, 50, 26112, 0.233225
1024, 50, 26114, 0.178226
1024, 50, 26114, 0.180021
1024, 60, 31234, 0.252304
1024, 60, 31234, 0.256758
1024, 60, 31234, 0.209772
1024, 60, 31234, 0.212958
1024, 60, 31230, 0.247874
1024, 60, 31234, 0.222099
1024, 60, 31232, 0.220295
1024, 60, 31230, 0.259089
1024, 60, 31232, 0.212401
1024, 60, 31234, 0.247380
1024, 70, 36354, 0.287993
1024, 70, 36352, 0.251922
1024, 70, 36350, 0.608443
1024, 70, 36352, 0.335276
1024, 70, 36350, 0.396130
1024, 70, 36350, 0.604878
1024, 70, 36348, 0.283564
1024, 70, 36352, 0.240187
1024, 70, 36354, 0.332056
1024, 70, 36348, 0.240614
1024, 80, 41472, 0.276169
1024, 80, 41474, 0.284235
1024, 80, 41472, 0.499481
1024, 80, 41474, 0.316199
1024, 80, 41470, 0.335908
1024, 80, 41474, 0.281064
1024, 80, 41474, 0.370972
1024, 80, 41472, 0.295675
1024, 80, 41472, 0.274840
1024, 80, 41472, 0.294241
1024, 90, 46592, 0.328410
1024, 90, 46594, 0.309597
1024, 90, 46594, 0.448833
1024, 90, 46592, 0.364597
1024, 90, 46592, 0.380310
1024, 90, 46590, 0.441670
1024, 90, 46592, 0.526241
1024, 90, 46594, 0.308220
1024, 90, 46594, 0.303518
1024, 90, 46594, 0.316478
1024, 100, 51710, 0.341645
1024, 100, 51714, 0.352846
1024, 100, 51714, 0.343073
1024, 100, 51708, 0.341533
1024, 100, 51708, 0.339043
1024, 100, 51714, 0.340361
1024, 100, 51710, 0.358692
1024, 100, 51712, 0.354942
1024, 100, 51712, 0.377859
1024, 100, 51714, 0.373387
